usuario_id,producto_visto,categoria,tiempo_visualizacion,hizo_pedido,calificacion,hora_del_dia,comentario
74,Citrus Burst Sour, Cítrica,126,True,3.0,17:18,
47,Young's Double Chocolate Stout, Inglesa,221,False,,18:27,
138,Mystic Abyss, Craft,222,False,,18:05,
23,Plum Paradise Pilsner, Artesanal,107,False,,23:02,
23,WHISKY SOUR,Cocteles,255,True,1.0,20:47,
60,CABEZA DE JABALÍ,Cocteles,218,True,3.0,21:34,
96,Fuller's London Pride, Inglesa,38,False,,23:21,
44,Limonada de Cerezada,Bebidas Frías,188,True,4.0,20:01,
89,Tropical Bliss, Craft,262,False,,23:14,
90,Mystic Abyss, Craft,186,True,3.0,18:44,
105,Aromática,Bebidas Calientes,281,True,3.0,18:50,
104,Mango Tango, Craft,267,False,,22:50,
98,COSMOPOLITAN,Cocteles,207,True,4.0,17:21,
78,Gulden Draak, Belga,174,True,1.0,22:28,
98,Pine Resin Resurgence, Artesanal,233,False,,22:40,
33,Escandinava Freya,,115,False,,21:30,
25,Granizado de Oreo,Bebidas Frías,181,True,1.0,21:01,
148,Soda de Coca-Cola,Bebidas Frías,188,True,4.0,18:25,
84,MARGARITA,Cocteles,254,True,2.0,16:14,
78,Weihenstephaner Vitus, Alemana,59,True,2.0,16:34,
5,BBC Monserrate, Craft,185,False,,23:59,
52,Nevado de Oreo,Bebidas Frías,26,True,3.0,17:02,
66,Capuccino Caramelo,Bebidas Calientes,182,True,2.0,17:39,
59,Veltins Pilsner, Alemana,53,True,2.0,22:26,
2,Heineken, Not Craft,76,True,3.0,16:59,
51,TORTA CHOCOLATE,Postres,264,False,,22:27,
149,Paulaner Original Münchner, Alemana,28,False,,20:01,
115,Espresso Infusion, Craft,45,False,,23:46,
89,Golden Sunshine, Craft,38,True,5.0,16:47,
81,Maria,,267,True,3.0,21:39,
74,Soda Italiana de Mora,Bebidas Frías,166,False,,18:44,
80,Rodenbach Grand Cru, Belga,216,True,5.0,17:27,
46,Piraat, Belga,102,True,1.0,21:07,
122,Aros de Cebolla,Snacks,277,False,,19:56,
29,Soda Italiana de Lulo,Bebidas Frías,82,False,,16:24,
74,Wychwood Hobgoblin, Inglesa,89,False,,17:56,
26,Jamaica,,142,True,3.0,23:01,
106,Grapefruit Grove IPA, Artesanal,110,True,3.0,18:36,
71,Tangerine Dream Hefeweizen, Cítrica,33,True,4.0,20:55,
22,Passionfruit Paradise Ale, Artesanal,201,True,4.0,20:05,
121,Deditos de Queso,Snacks,15,False,,20:14,
46,Granizado de Milo,Bebidas Frías,72,True,5.0,17:54,
55,Summer Ale,,280,False,,21:39,
125,Capuccino Frío,Bebidas Frías,249,True,5.0,19:40,
1,WHISKY SOUR,Cocteles,38,False,,18:49,
53,Franziskaner Hefe-Weissbier, Alemana,198,False,,21:33,
147,Nevado de Café,Bebidas Frías,40,False,,17:53,
41,Marston's Pedigree, Inglesa,295,True,1.0,22:44,
25,Blackberry Bliss Porter, Artesanal,227,False,,22:05,
53,Soda de Coca-Cola,Bebidas Frías,76,True,2.0,18:13,
27,Limonada de Yerbabuena,Bebidas Frías,81,False,,19:02,
15,Rochefort 10, Belga,80,False,,18:19,
61,Galactic Galaxy IPA, Artesanal,242,False,,19:04,
27,Malteada de Mocca,Bebidas Frías,297,True,4.0,19:20,
142,Capuccino Caramelo,Bebidas Calientes,163,False,,20:49,
28,Tropical Citrus IPA, Cítrica,205,False,,17:29,
78,Weihenstephaner Vitus, Alemana,20,False,,17:19,
39,Malteada de Milo,Bebidas Frías,69,False,,21:28,
33,CAIPIRIÑA,Cocteles,225,True,4.0,17:44,
41,Nevado de Milo,Bebidas Frías,155,True,3.0,21:05,
92,Weltenburger Kloster Asam-Bock, Alemana,277,False,,18:35,
116,Mocaccino Oreo,Bebidas Calientes,111,True,1.0,18:04,
100,Westmalle Tripel, Belga,283,True,1.0,23:31,
146,Café Campesino,Bebidas Calientes,223,False,,19:47,
71,Granizado de Café,Bebidas Frías,176,True,3.0,16:16,
64,Newcastle Brown Ale, Inglesa,54,False,,17:53,
130,Cranberry Crush, Craft,259,False,,23:39,
17,Escandinava Maracuyá,,67,True,1.0,17:15,
122,Guinness Draught, Not Craft,261,True,3.0,20:59,
30,Yolanda,,288,False,,16:11,
7,ORGASMO,Cocteles,174,True,5.0,22:12,
60,Franziskaner Hefe-Weissbier, Alemana,42,True,3.0,19:32,
34,Nevado de Mocca,Bebidas Frías,143,True,2.0,23:09,
49,Granizado de Mocca,Bebidas Frías,275,True,4.0,18:11,
120,Papas Bravas,Snacks,237,False,,16:23,
70,Águila, Not Craft,106,True,4.0,19:43,
145,Palitos de Queso,Snacks,105,True,5.0,18:51,
48,Bitburger Premium Pilsner, Alemana,131,False,,23:18,
19,St. Austell Tribute, Inglesa,238,True,2.0,18:50,
37,Midnight Hop Madness, Artesanal,226,False,,17:59,
146,Espresso Doble,Bebidas Calientes,130,True,3.0,22:22,
17,Malteada de Vanilla,Bebidas Frías,35,True,5.0,23:23,
26,Mönchshof Schwarzbier, Alemana,143,True,3.0,19:17,
63,Midnight Hop Madness, Artesanal,12,False,,20:38,
149,Cranberry Cascade Sour, Artesanal,186,False,,16:13,
92,Espresso Doble,Bebidas Calientes,119,False,,22:15,
21,Aros de Cebolla,Snacks,188,True,3.0,17:54,
80,Orval, Belga,198,False,,21:59,
34,Café Campesino,Bebidas Calientes,239,True,3.0,19:52,
15,Wychwood Hobgoblin, Inglesa,29,False,,21:47,
10,Café Campesino,Bebidas Calientes,153,False,,18:56,
42,Tennent's Lager, Not Craft,136,True,5.0,21:36,
103,LAGUNA AZUL,Cocteles,37,False,,20:27,
77,Malteada de Vanilla,Bebidas Frías,102,True,5.0,22:53,
123,Alitas de Pollo,Snacks,103,True,3.0,21:58,
129,Strawberry Serenity Wheat, Artesanal,171,True,2.0,21:22,
100,Limonada de Yerbabuena,Bebidas Frías,161,False,,22:25,
82,Ceviche de Camarones,Snacks,261,False,,19:07,
93,Blueberry Burst Sour, Artesanal,158,True,5.0,23:53,
49,Citrus Burst Sour, Cítrica,194,True,3.0,17:12,
128,Nevado de Café Caramelo,Bebidas Frías,247,True,2.0,19:21,
145,Midnight Hop Madness, Artesanal,122,False,,23:16,
38,Peachy Keen Cream Ale, Artesanal,74,True,2.0,20:13,
35,Nevado de Café,Bebidas Frías,258,True,2.0,20:47,
10,Nevado de Café Caramelo,Bebidas Frías,250,True,2.0,21:52,
46,Quesadillas,Snacks,249,False,,21:07,
146,Club Colombia Negra, Not Craft,160,True,4.0,21:14,
31,Limonada de Mango,Bebidas Frías,52,True,4.0,19:37,
14,LAGUNA AZUL,Cocteles,211,True,1.0,20:13,
148,Chimay Cinq Cents (White), Belga,27,False,,16:37,
136,Malteada de Café,Bebidas Frías,152,True,2.0,22:28,
29,Blonde Ambition, Craft,157,True,5.0,20:27,
50,Latte,Bebidas Calientes,124,False,,22:31,
41,Chimay Grande Réserve (Blue), Belga,240,True,3.0,22:29,
38,Nevado de Oreo,Bebidas Frías,297,True,2.0,23:58,
82,Granizado de Milo,Bebidas Frías,222,False,,20:28,
13,Guava Grove Gose, Artesanal,180,False,,18:57,
23,AFFOGATO,Postres,192,False,,17:59,
122,Budweiser, Not Craft,18,True,1.0,20:31,
97,Café Frozen,Bebidas Frías,153,False,,22:32,
7,Malteada de Milo,Bebidas Frías,100,True,2.0,23:27,
55,Tripel Karmeliet, Belga,87,False,,17:19,
68,Mocaccino Oreo,Bebidas Calientes,246,True,4.0,16:54,
16,Duvel, Craft,203,True,4.0,19:34,
55,Granizado de Oreo,Bebidas Frías,242,False,,23:15,
76,Soda Italiana de Lulo,Bebidas Frías,256,True,1.0,19:25,
121,Limonada de Coco,Bebidas Frías,247,True,4.0,17:40,
118,Pineapple Bliss Lager, Artesanal,264,True,3.0,19:55,
39,Carajillo,Bebidas Calientes,279,False,,23:07,
120,Soda de Bretaña,Bebidas Frías,275,True,5.0,20:06,
95,Latte,Bebidas Calientes,216,False,,22:35,
129,Greene King Abbot Ale, Inglesa,248,True,5.0,19:23,
115,Soda Italiana de Mora,Bebidas Frías,105,True,1.0,18:34,
106,Rochefort 10, Belga,296,False,,16:23,
58,Guinness Draught, Not Craft,50,True,2.0,17:22,
33,Capuccino,Bebidas Calientes,143,True,1.0,16:31,
23,Nevado de Café Caramelo,Bebidas Frías,95,False,,20:26,
27,Peroni Nastro Azzurro, Not Craft,122,True,3.0,21:03,
109,Red IPA Beer & Coffee Company,,275,True,3.0,23:58,
66,COCAÍNA RUSA,Cocteles,157,False,,20:51,
50,TEQUILA SUNRISE,Cocteles,55,True,5.0,20:11,
96,Papas Bravas,Snacks,242,True,4.0,22:16,
49,Papa Rock,Snacks,177,False,,22:28,
38,Papa Rock,Snacks,58,False,,19:18,
49,Soda Italiana de Maracuyá,Bebidas Frías,29,False,,19:45,
32,Samuel Smith's Organic Chocolate Stout, Inglesa,252,True,4.0,16:28,
91,Aros de Cebolla,Snacks,22,True,5.0,17:54,
40,Grapefruit Grove IPA, Artesanal,119,False,,22:31,
130,Tacos,Snacks,138,True,2.0,18:02,
124,Soda de Ginger,Bebidas Frías,69,False,,19:21,
75,Malteada de Oreo,Bebidas Frías,156,False,,17:33,
17,Limonada Natural,Bebidas Frías,99,False,,17:41,
55,Stella Artois, Not Craft,218,False,,20:34,
31,Espresso Doble,Bebidas Calientes,249,True,3.0,18:23,
42,Gaffel Kölsch, Alemana,207,False,,23:12,
18,Club Colombia Roja, Not Craft,103,False,,20:48,
74,Tacos,Snacks,29,True,3.0,19:38,
60,Ayinger Bräuweisse, Alemana,128,False,,21:22,
135,Paulaner Hefe-Weizen, Not Craft,202,True,2.0,23:11,
122,Malteada de Oreo,Bebidas Frías,86,False,,19:55,
132,Smoothie de Maracuyá,Bebidas Frías,124,True,5.0,20:56,
6,Oatmeal Cookie Stout, Craft,190,False,,17:12,
99,Marston's Pedigree, Inglesa,36,False,,16:23,
93,Obsidian Night, Craft,196,False,,23:05,
25,TORTA CHOCOLATE,Postres,87,False,,16:03,
4,Café Irlandés,Bebidas Calientes,98,False,,17:54,
94,Alas BBQ,Snacks,11,True,3.0,22:50,
89,Samuel Smith's Organic Chocolate Stout, Inglesa,265,False,,19:19,
22,Delirium Tremens, Craft,232,True,3.0,23:42,
140,Raspberry Ripple Delight, Artesanal,35,True,3.0,21:15,
42,Barrel-Aged Barleywine, Craft,230,True,3.0,17:30,
124,3 Cordilleras Mestiza, Craft,107,False,,23:20,
149,Mocaccino,Bebidas Calientes,74,False,,19:56,
85,Limonada de Yerbabuena,Bebidas Frías,85,True,2.0,16:53,
128,Amber Elegance, Craft,277,False,,21:31,
132,Delirium Nocturnum, Craft,70,False,,16:18,
146,Orval, Belga,165,True,1.0,20:06,
70,HELADO CON BAILEYS,Postres,259,False,,21:58,
19,Juicy Mango Infusion, Artesanal,214,False,,19:38,
149,Limonada de Yerbabuena,Bebidas Frías,152,False,,23:59,
103,Deditos de Queso,Snacks,292,True,3.0,20:38,
3,Granizado de Mocca,Bebidas Frías,60,True,2.0,19:35,
8,Rodenbach Grand Cru, Belga,248,False,,19:06,
93,Capuccino Frío,Bebidas Frías,147,False,,17:15,
147,CAIPIRIÑA,Cocteles,88,True,4.0,16:15,
128,Capuccino,Bebidas Calientes,222,True,1.0,16:49,
142,Quesadillas,Snacks,61,True,3.0,17:15,
42,CAIPIRIÑA,Cocteles,239,True,4.0,16:24,
21,London Porter, Not Craft,202,False,,20:45,
22,Smoothie de Maracuyá,Bebidas Frías,71,True,1.0,17:22,
130,Ayinger Bräuweisse, Alemana,89,True,2.0,20:37,
72,Carajillo,Bebidas Calientes,218,True,4.0,16:19,
122,Deditos de Queso,Snacks,285,False,,19:17,
121,Tacos,Snacks,38,True,4.0,22:07,
136,TORTA CHOCOLATE,Postres,126,True,5.0,19:07,
66,Kwak, Belga,100,True,2.0,23:59,
91,Delirium Nocturnum, Craft,152,True,4.0,17:59,
89,Franziskaner Hefe-Weissbier, Alemana,282,False,,19:58,
15,AGAVE CREMOSO,Cocteles,205,True,5.0,17:13,
84,Hamburguesa de la Casa,Snacks,92,False,,19:23,
16,Nevado de Milo,Bebidas Frías,299,False,,20:22,
98,Mocaccino Oreo,Bebidas Calientes,35,False,,16:20,
121,Espresso,Bebidas Calientes,287,True,3.0,21:34,
53,Blackberry Bliss Porter, Artesanal,295,True,2.0,22:22,
123,Chocolate Obsession, Craft,49,True,1.0,22:29,
102,COCAÍNA RUSA,Cocteles,207,True,3.0,19:56,
134,Chimay White, Craft,218,False,,19:53,
145,CABEZA DE JABALÍ,Cocteles,133,False,,16:59,
32,Poker, Not Craft,207,False,,22:53,
36,Franziskaner Hefe-Weissbier, Alemana,128,True,4.0,18:09,
61,Ayinger Bräuweisse, Alemana,296,True,4.0,22:49,
40,Orval, Belga,123,True,4.0,20:53,
91,Citrus Zest, Craft,70,True,2.0,22:53,
17,Limonada de Café,Bebidas Frías,150,False,,22:30,
138,Sunset Amber, Craft,99,False,,16:04,
139,Deditos de Queso,Snacks,31,True,4.0,22:32,
92,Limonada Natural,Bebidas Frías,179,True,2.0,23:01,
76,Mocaccino,Bebidas Calientes,193,False,,23:42,
24,GIN AND TONIC,Cocteles,177,True,3.0,17:26,
83,Carajillo,Bebidas Calientes,79,False,,19:15,
142,Delirium Tremens, Craft,221,False,,18:21,
73,Rojo Diablo, Craft,36,False,,16:01,
12,Rojo Diablo, Craft,230,False,,23:54,
111,3 Cordilleras Mulata, Craft,89,True,1.0,17:51,
94,LAGUNA AZUL,Cocteles,246,True,5.0,18:48,
148,Oatmeal Cookie Stout, Craft,236,True,1.0,18:55,
103,Mystic Abyss, Craft,276,False,,23:20,
120,COCAÍNA RUSA,Cocteles,96,True,2.0,23:03,
72,Mocaccino,Bebidas Calientes,201,False,,21:41,
29,Cranberry Crush, Craft,236,True,3.0,19:33,
37,Club Colombia Roja, Not Craft,131,False,,22:29,
103,TORTA CHOCOLATE,Postres,225,True,1.0,20:03,
67,BBC Bacatá, Craft,233,True,5.0,19:21,
100,Limonada de Mango,Bebidas Frías,75,True,1.0,23:28,
88,Hefeweizen, Craft,156,True,3.0,23:25,
133,Alas BBQ,Snacks,115,False,,19:21,
82,Nevado de Milo,Bebidas Frías,173,False,,21:08,
58,Marston's Pedigree, Inglesa,187,False,,20:12,
99,Rojo Diablo, Craft,127,True,3.0,20:56,
19,Citrus Blonde Ale, Cítrica,270,False,,18:34,
9,Nevado de Oreo,Bebidas Frías,128,True,4.0,23:32,
64,Pilsner Paradise, Craft,52,False,,17:07,
36,AGAVE CREMOSO,Cocteles,168,True,5.0,22:44,
20,DRY MARTINI,Cocteles,78,False,,22:55,
132,Mystic Mosaic IPA, Artesanal,50,True,1.0,19:36,
90,Nevado de Café Caramelo,Bebidas Frías,268,False,,23:08,
43,Weihenstephaner Vitus, Alemana,144,False,,17:20,
113,Ayinger Celebrator Doppelbock, Not Craft,212,True,4.0,20:29,
36,Duvel, Craft,146,False,,18:31,
42,Malteada de Oreo,Bebidas Frías,161,False,,18:51,
63,Mangozadera,,210,False,,18:50,
33,Escandinava Jengibre,,142,False,,21:24,
105,Heineken, Not Craft,286,False,,17:19,
5,Granizado de Café,Bebidas Frías,107,True,1.0,21:18,
32,Molletes,Snacks,251,True,5.0,23:05,
64,Franziskaner Hefe-Weissbier, Alemana,34,True,2.0,21:03,
55,Scarlet Sunrise, Craft,165,False,,22:19,
110,Costillas BBQ,Snacks,244,True,3.0,21:09,
65,HELADO CON BAILEYS,Postres,79,False,,17:48,
6,Robinsons Trooper, Inglesa,295,False,,19:58,
12,Granizado de Café,Bebidas Frías,153,True,2.0,17:34,
144,COSMOPOLITAN,Cocteles,298,True,2.0,19:37,
145,Timothy Taylor's Landlord, Inglesa,212,True,2.0,20:32,
104,COSMOPOLITAN,Cocteles,49,False,,17:03,
110,Limonada de Cerezada,Bebidas Frías,297,False,,17:09,
136,Serene Summit Session IPA, Artesanal,228,False,,23:17,
141,Nachos,Snacks,230,False,,16:39,
101,Roja Magdalena,,42,True,2.0,22:40,
111,AFFOGATO,Postres,192,True,2.0,17:59,
148,CAIPIRIÑA,Cocteles,275,False,,19:01,
133,Soda Italiana de Lulo,Bebidas Frías,206,False,,18:40,
145,TORTA CHOCOLATE,Postres,294,True,3.0,22:45,
32,Granizado de Milo,Bebidas Frías,69,True,3.0,21:49,
44,Papas Bravas,Snacks,254,True,4.0,22:14,
69,Soda Italiana de Maracuyá,Bebidas Frías,64,False,,23:48,
87,Papa Rock,Snacks,68,False,,22:11,
114,Nevado de Oreo,Bebidas Frías,186,False,,16:39,
51,BBC Bacatá, Craft,213,True,3.0,17:29,
40,Limonada de Yerbabuena,Bebidas Frías,64,True,3.0,23:51,
28,Shepherd Neame Spitfire, Inglesa,281,False,,20:11,
31,Cherry Blossom Euphoria, Artesanal,258,False,,22:14,
90,Poker, Not Craft,144,True,3.0,16:42,
81,Malteada de Mocca,Bebidas Frías,12,False,,23:06,
113,Weihenstephaner Original, Not Craft,170,False,,21:26,
138,Delirium Black, Craft,19,True,5.0,16:00,
60,HELADO CON BAILEYS,Postres,78,True,2.0,16:33,
145,WHISKY SOUR,Cocteles,39,True,5.0,20:45,
28,Fuller's London Porter, Inglesa,109,False,,16:03,
107,Mocaccino Oreo,Bebidas Calientes,164,True,2.0,21:10,
29,Lemonade Shandy, Cítrica,179,True,2.0,16:55,
65,Lírica,,185,False,,22:57,
1,Corona Extra, Not Craft,111,True,2.0,21:56,
83,Rothaus Pils Tannenzäpfle, Alemana,229,True,3.0,19:56,
48,Nachos,Snacks,95,True,5.0,19:29,
148,Weihenstephaner Original, Not Craft,250,True,2.0,18:47,
129,Malteada de Café,Bebidas Frías,295,True,3.0,17:50,
48,Forest Berry Sour, Craft,10,True,5.0,22:54,
139,COCAÍNA RUSA,Cocteles,102,False,,22:00,
37,Chimay Red, Craft,281,False,,18:46,
106,COCAÍNA RUSA,Cocteles,278,True,5.0,19:40,
67,MOJITO,Cocteles,68,True,1.0,20:04,
116,Pine Resin Resurgence, Artesanal,164,False,,18:38,
102,Limonada de Café,Bebidas Frías,263,True,5.0,23:01,
38,St. Bernardus Abt 12, Belga,88,False,,23:35,
29,Pineapple Bliss Lager, Artesanal,135,False,,22:15,
39,Lírica,,66,True,3.0,18:11,
81,Palitos de Queso,Snacks,285,False,,18:40,
25,Alas BBQ,Snacks,294,False,,22:28,
23,MOJITO,Cocteles,38,True,2.0,19:50,
85,Alas BBQ,Snacks,51,False,,16:24,
28,Mocaccino,Bebidas Calientes,71,True,1.0,20:55,
47,Malteada de Milo,Bebidas Frías,271,False,,20:36,
43,Nevado de Café,Bebidas Frías,209,True,5.0,20:14,
81,Malteada de Café,Bebidas Frías,241,True,3.0,23:35,
76,Obsidian Night, Craft,103,True,4.0,18:54,
1,Scarlet Sunrise, Craft,222,True,3.0,18:58,
4,Nevado de Mocca,Bebidas Frías,37,True,1.0,18:22,
53,Summer Ale,,212,False,,22:23,
108,Duvel, Belga,14,False,,20:04,
88,Erdinger Weissbier, Alemana,203,True,5.0,16:56,
79,Limonada de Coco,Bebidas Frías,210,False,,23:53,
115,Soda de Bretaña,Bebidas Frías,65,True,5.0,16:21,
1,HELADO CON BAILEYS,Postres,69,False,,16:44,
35,Galactic Galaxy IPA, Artesanal,187,True,2.0,20:05,
39,Smoothie de Frutos Rojos,Bebidas Frías,296,True,1.0,23:38,
7,Chimay White, Craft,35,False,,21:14,
107,Juicy Mango Infusion, Artesanal,233,True,5.0,21:32,
97,TORTA CHOCOLATE,Postres,44,False,,18:02,
82,Duvel, Belga,206,False,,20:21,
114,Café Campesino,Bebidas Calientes,72,False,,19:51,
19,Duvel, Craft,213,False,,17:21,
117,Papa Rock,Snacks,214,False,,17:28,
64,BBC Lager, Craft,118,False,,16:52,
88,CABEZA DE JABALÍ,Cocteles,12,True,2.0,23:08,
144,Granizado de Mocca,Bebidas Frías,134,True,2.0,20:03,
56,Schneider Weisse Aventinus, Alemana,197,False,,18:09,
100,Weihenstephaner Hefeweissbier, Alemana,202,True,3.0,17:26,
82,MARGARITA,Cocteles,124,False,,18:04,
127,Budweiser, Not Craft,152,False,,19:25,
37,Robinsons Trooper, Inglesa,127,False,,23:33,
8,Delirium Tremens, Craft,190,False,,20:46,
44,Andechs Doppelbock Dunkel, Alemana,175,True,3.0,22:52,
90,Franziskaner Hefe-Weissbier, Alemana,18,False,,17:44,
131,Forest Berry Sour, Craft,232,False,,19:30,
64,Limonada de Cerezada,Bebidas Frías,259,True,2.0,18:09,
37,Smoothie de Maracuyá,Bebidas Frías,29,True,4.0,21:48,
115,Papas Bravas,Snacks,224,False,,17:57,
55,Rojo Diablo, Craft,203,True,4.0,19:52,
52,TORTA CHOCOLATE,Postres,211,False,,23:43,
97,Capuccino,Bebidas Calientes,276,False,,21:33,
106,Aros de Cebolla,Snacks,246,False,,19:20,
146,Delirium Black, Craft,283,False,,18:39,
47,Soda de Coca-Cola,Bebidas Frías,255,False,,20:00,
72,Granizado de Mocca,Bebidas Frías,93,True,3.0,17:03,
6,Nachos,Snacks,219,False,,22:44,
137,Granizado de Café Caramelo,Bebidas Frías,21,True,5.0,16:01,
86,Quesadillas,Snacks,97,True,2.0,20:39,
89,Forest Berry Sour, Craft,103,True,1.0,22:28,
85,Nevado de Milo,Bebidas Frías,233,False,,16:08,
36,Smoothie de Maracuyá,Bebidas Frías,74,False,,19:20,
82,Capuccino,Bebidas Calientes,27,True,3.0,20:22,
94,London Porter, Not Craft,272,False,,23:32,
12,Andechs Vollbier Hell, Alemana,121,True,2.0,19:27,
95,Limonada de Cerezada,Bebidas Frías,82,True,4.0,19:49,
134,Affligem Tripel, Belga,49,False,,19:41,
20,Escandinava Freya,,233,True,3.0,19:56,
55,Brown Honey Ale, Craft,29,True,1.0,21:30,
108,Ceviche de Camarones,Snacks,273,True,1.0,17:48,
18,Black Stout Beer & Coffee Company, Craft,34,False,,17:34,
49,Malteada de Oreo,Bebidas Frías,110,False,,22:47,
119,Samuel Smith's Oatmeal Stout, Inglesa,205,False,,18:54,
81,Costillas BBQ,Snacks,224,False,,17:44,
103,MOJITO,Cocteles,11,False,,18:53,
15,Limonada Natural,Bebidas Frías,16,True,4.0,16:57,
133,Lemon Zest Wheat, Cítrica,154,False,,19:20,
17,Soda de Bretaña,Bebidas Frías,223,False,,18:55,
41,Yolanda,,283,False,,23:18,
25,Malteada de Mocca,Bebidas Frías,292,True,5.0,19:53,
81,Westvleteren 12 (XII), Belga,147,True,5.0,23:20,
84,Papas Bravas,Snacks,151,False,,16:16,
17,Quesadillas,Snacks,148,False,,22:08,
113,Escandinava Jengibre,,34,False,,21:56,
63,Grapefruit Session IPA, Cítrica,225,True,4.0,18:28,
62,ORGASMO,Cocteles,156,True,3.0,20:10,
115,Shepherd Neame Spitfire, Inglesa,233,True,2.0,23:26,
1,Tacos,Snacks,285,False,,18:41,
79,Costillas BBQ,Snacks,81,True,1.0,21:46,
5,Espresso,Bebidas Calientes,56,True,1.0,23:49,
19,Granizado de Oreo,Bebidas Frías,40,False,,17:29,
11,Ayinger Celebrator Doppelbock, Not Craft,42,True,2.0,17:08,
72,Rochefort 8, Belga,81,True,2.0,20:11,
141,Miller Lite, Not Craft,65,True,1.0,19:32,
26,Ginger Honey,,243,False,,23:07,
138,CABEZA DE JABALÍ,Cocteles,289,True,5.0,17:04,
35,Weihenstephaner Vitus, Alemana,139,True,5.0,16:35,
146,Resilient Rye IPA, Artesanal,112,False,,21:06,
34,Fuller's London Pride, Inglesa,11,True,3.0,18:30,
136,Nevado de Mocca,Bebidas Frías,129,True,5.0,18:54,
16,Dark Elixir, Craft,148,False,,16:56,
20,Gulden Draak, Belga,40,False,,19:58,
41,Citrus Symphony Saison, Artesanal,13,True,2.0,21:34,
59,Delirium Nocturnum, Craft,73,True,3.0,22:35,
26,Schneider Weisse Aventinus, Alemana,25,False,,21:49,
82,AGAVE CREMOSO,Cocteles,28,True,3.0,23:45,
72,Café Frozen,Bebidas Frías,198,False,,21:22,
23,AFFOGATO,Postres,204,False,,21:40,
13,Fuller's ESB, Inglesa,158,False,,16:07,
73,Espresso,Bebidas Calientes,107,False,,22:29,
109,Blackberry Bliss Porter, Artesanal,206,True,5.0,22:52,
5,Westvleteren 12 (XII), Belga,264,False,,22:10,
34,Tennent's Lager, Not Craft,140,False,,16:06,
62,Gaffel Kölsch, Alemana,138,False,,21:02,
104,Granizado de Milo,Bebidas Frías,284,False,,17:42,
105,Veltins Pilsner, Alemana,190,False,,23:43,
71,Old Speckled Hen, Inglesa,148,False,,18:50,
90,Citrus Symphony Saison, Artesanal,213,True,4.0,19:10,
15,Café Frozen,Bebidas Frías,39,True,4.0,16:38,
45,Autumn Ember, Craft,164,False,,22:17,
61,HELADO CON BAILEYS,Postres,111,True,5.0,19:00,
67,Weihenstephaner Original, Not Craft,274,True,1.0,18:41,
116,Forest Berry Sour, Craft,13,False,,22:08,
4,Kiwi Kaleidoscope Kölsch, Artesanal,234,False,,23:55,
80,Guinness Extra Stout, Not Craft,66,True,3.0,22:26,
102,Aromática,Bebidas Calientes,202,True,2.0,16:29,
25,Oatmeal Cookie Stout, Craft,60,True,2.0,23:43,
48,Capuccino Caramelo,Bebidas Calientes,269,True,4.0,18:42,
24,Espresso Doble,Bebidas Calientes,89,False,,19:41,
76,Cherry Blossom Euphoria, Artesanal,12,True,3.0,19:19,
45,Limonada de Yerbabuena,Bebidas Frías,165,False,,21:30,
24,Samuel Smith's Oatmeal Stout, Inglesa,291,False,,17:42,
121,COSMOPOLITAN,Cocteles,180,False,,19:07,
94,Delirium Black, Craft,148,False,,18:41,
7,Grolsch Premium Lager, Not Craft,13,False,,18:45,
56,BBC Bacatá, Craft,157,True,4.0,23:53,
123,Smoothie de Maracuyá,Bebidas Frías,84,True,3.0,17:17,
100,Malteada de Café,Bebidas Frías,20,False,,23:45,
67,Soda Italiana de Maracuyá,Bebidas Frías,120,True,2.0,18:06,
6,MARGARITA,Cocteles,82,True,3.0,21:40,
115,Limonada de Mango,Bebidas Frías,169,False,,20:59,
88,Mocaccino,Bebidas Calientes,212,False,,20:31,
99,HELADO CON BAILEYS,Postres,25,False,,23:34,
126,Nevado de Café,Bebidas Frías,102,True,4.0,16:40,
51,Amaretto,Bebidas Calientes,225,False,,19:20,
25,Westmalle Dubbel, Belga,23,False,,21:58,
18,Limonada Natural,Bebidas Frías,13,True,4.0,18:24,
28,Weihenstephaner Original, Not Craft,45,False,,18:25,
100,Café Irlandés,Bebidas Calientes,33,True,2.0,16:42,
90,Gaffel Kölsch, Alemana,243,False,,22:50,
106,Electric Pineapple IPA, Artesanal,83,True,5.0,16:43,
29,Nevado de Mocca,Bebidas Frías,223,True,3.0,21:56,
77,Marston's Pedigree, Inglesa,84,True,4.0,21:29,
61,3 Cordilleras Mulata, Craft,10,True,4.0,22:28,
88,Weihenstephaner Vitus, Alemana,35,False,,22:24,
29,Nevado de Mocca,Bebidas Frías,76,True,3.0,17:30,
71,Weltenburger Kloster Asam-Bock, Alemana,122,False,,18:57,
19,Warsteiner Premium Verum, Alemana,102,True,3.0,19:05,
46,Deditos de Queso,Snacks,182,True,5.0,19:52,
71,Obsidian Night, Craft,285,True,4.0,18:24,
144,Soda Italiana de Mora,Bebidas Frías,62,False,,16:58,
30,Rollitos de Primavera,Snacks,108,True,2.0,20:15,
86,Aromática,Bebidas Calientes,24,False,,22:10,
98,Limonada de Café,Bebidas Frías,243,True,2.0,23:42,
73,Limonada Natural,Bebidas Frías,171,True,1.0,17:39,
57,Delirium Red, Craft,18,True,4.0,23:28,
13,Guinness Draught, Not Craft,20,False,,18:57,
7,Amaretto,Bebidas Calientes,52,False,,17:22,
47,TORTA CHOCOLATE,Postres,247,False,,19:53,
